app_id,sector,review,score
com.netflix.mediaclient,Entertainment,"Everything is fine with Netflix, The content is also good, but there is no plan for the year.",1
com.fitbit.FitbitMobile,Fitness,my luxe model is not working with OnePlus 13R it is not recording details. No one bothers in Fitbit. No clue why it is always trouble some to use Fitbit products,1
com.amazon.mShop.android.shopping,Shopping,Its like Christmas Everytime an order comes in 🥰.,5
org.khanacademy.android,Education,"More valueable content than the costliest ones. The statement ""You can learn anything"" has indeed become true due to the efforts made by whole non-profit team of Khan Academy. Thanks for offering everyone the opportunity to access the best.",5
com.ixigo.train.ixitrain,Travel,good servise very easy,5
com.amazon.mShop.android.shopping,Shopping,uh-oh something went wrong on our end. I constantly get this error in this app on Samsung Galaxy S24 Ultra. Very frustrating and happens when I'm on good wi-fi or using 5G mobile service. There is no intelligible pattern.,1
com.google.android.apps.translate,Utilities,my best apk forever 💗 translate every single word 😍,5
com.makemytrip,Travel,"All I can say is pathetic customer service. Never rely on them for anything whatever may be the case. Just use the details and go directly to the airline website to book tickets. When needed, you don't get any response or reply even when they know your situation is critical. Never encourage these kinds of vultures who just extort money from you and nothing else.",1
com.amazon.mShop.android.shopping,Shopping,the app won't even open it just stays Frozen on the Amazon logo,1
com.amazon.mShop.android.shopping,Shopping,I've ordered several items and amazon just keeps canceling my orders! done using amazon not worth the hassle.,1
com.goibibo,Travel,very nice Application,5
com.instagram.android,Social Media,This app keeps crashing because of a bug. can't the developer fix this?,1
com.truecaller,Utilities,this is use ful for girls a And this app is security for girls to be safe,5
com.udemy.android,Education,My second choice for online learning ...,5
com.amazon.mShop.android.shopping,Shopping,I can usually find what I need and get it delivered quickly from Amazon.,5
org.khanacademy.android,Education,Everyone must use this app to develop maths knowledge. It is a precious effort taken to create this app. Thank you to everyone who contributed to its development — I truly have no words to express my gratitude. It is very useful in helping my sons improve their maths skills. I kindly request all parents to use this app to help their children grow in maths and science. Thank you once again.,5
com.myntra.android,Shopping,nice quality products,5
com.google.android.dialer,Utilities,Lags a lot. Not as smooth as default dialer,1
com.byjus.thelearningapp,Education,OTP ISSUE PLZ SOLVE THIS.,1
com.google.android.dialer,Utilities,good work for Google play stor,5
com.amazon.mShop.android.shopping,Shopping,Nice App and fast delivery.thnks,5
com.goibibo,Travel,please don't use such app for booking bcz if you have any trouble after transaction they won't be supported trying to contact but only ivr responded such a worst service providers.,1
com.amazon.mShop.android.shopping,Shopping,My first time on this app I get scam people avoid this app,1
com.axis.mobile,Banking,"सावधान,, axis Baink से सावधान रहें क्योंकि ये बैंक castmaur का डेटा शेयर करती हैं ये बैंक किसके खाते में कितना amount है कितना ट्रांजैक्शन हुआ ये सब fraud company को शेयर करती हैं क्योंकि मेरे साथ स्कैम हो चुका है मेरा account से 120000 रूपये का fraud हुआ है मेरे पास pruff है कि कैसे मेरे साथ scaim हुआ है मै cyber cell में report कर दिया है वहां जाके पता चला है कि कई लोगों के साथ भी ठगी है हुआ है इसलिए आप सब axis Baink से सावधान रहे हों सके तो यहां से अपना accont ब्लॉक करवा ले,,",1
com.amazon.mShop.android.shopping,Shopping,I've turned off notifications! I'm sick of the continual 'We thought you'd like' and 'Have another look' notifications.,2
net.one97.paytm,Finance & Wallets,"using since 5 years ,the only suggestion is that it's sometime hard to find a contact to send money.",5
com.olacabs.customer,Transport,It was safe drive. Driver was sincere and polite.,3
com.facebook.katana,Social Media,I love you all so much 💗 💛 💓,5
com.ubercab,Transport,super cool that I can't update the app. great job guys.,1
com.udemy.android,Education,"I genuinely wish I hadn't spent money on any course, an utter waste of money. The videos never load and when it does, it plays for 2 mins MAX. @Udemy please fix this ASAP, I've checked online and it's not only a problem for me. Buck up.",1
org.khanacademy.android,Education,"The app is amazing. But sometimes when you boot up the app, it became slightly unresponsive",4
com.myntra.android,Shopping,good app for shopping ☺️,5
com.makemytrip,Travel,I have booked at sun and sands hotel paid and was confirmed but upon checked we are told that we have no booking with them. I tried to reach MakeMyTrip but we're not able to reach them,1
com.facebook.katana,Social Media,"nice content, I love it",5
com.ubercab,Transport,helpful application and affordable price,5
com.goibibo,Travel,"👍 excellent experience whenever I used the Goibibo App for Train, Flight and Bus.",5
com.ubercab,Transport,"Charged for Uber One subscription I didn't sign up for. No confirmation email when canceling the subscription it activated without authorization. Made an order on Uber Eats, a few days later was charged for Uber One. No I did NOT sign up for it or click a promo for it. User beware, this issue goes back at least a year according to reddit. Can't contact Uber so I had to dispute with bank and request a stop payment. edit: after posting this, now help sends me to chat. 2nd edit: refund issued.",1
com.google.android.dialer,Utilities,the voice was really cracking like cray cray,2
com.byjus.thelearningapp,Education,This is amazing study app. It is very help ful it seems like it was a good time with my family is very important to me on you for your support of chemistry and molecules,4
com.whatsapp,Social Media,so not like its clone still know know that it can do better,2
com.whatsapp,Social Media,This is one of the best chatting apps I have ever used it is so amazing to bomb 👍👍👍👍👍👍👍,5
com.netflix.mediaclient,Entertainment,It was really good but I un did it because it said that I'm entering the wrong password but it was the one I put in before so yah. 😁,4
com.google.android.dialer,Utilities,aapane mere phone lagane kyon band Karti hai batao,5
com.google.android.apps.translate,Utilities,The translate app is very good for used.,5
com.ubercab,Transport,I am a gold member but still after 6pm I hardly ever get a trip. Its just so frustrating....,2
com.instagram.android,Social Media,عالی فقط ریلیز هارو زود ویو نمیگیره,5
com.makemytrip,Travel,The contact details in my latest trip is of the wrong number... The bus is late by more than 3 hours,1
com.byjus.thelearningapp,Education,If I had the option for -5 stars I would have opted that.Can't even log in to the account even when correct OTP is entered.Lost nearly 600 mb reinstalling again and again for OTP login.,1
com.netflix.mediaclient,Entertainment,something seriously wrong with the application doesn't work well. none of my downloaded videos play. it keeps loading even in the presence of a good network it keeps loading.,1
com.myntra.android,Shopping,given the date of today and showing but not coming today and I call costomer centre they are saying that the order will be come tomorrow. what a glitch,1
com.axis.mobile,Banking,good service & good bank,5
com.google.android.apps.translate,Utilities,she very impressed this app,5
com.byjus.thelearningapp,Education,"Not working,. After trying to register with my y childs info,.and clicking on start learning,it's giving me.error . Mentioned as error occurred try again later...I've tried more then 20times every day it's showing me the same error msg.",1
com.ixigo.train.ixitrain,Travel,literally this is good one application,5
org.khanacademy.android,Education,I hate it because I keep getting logged out,2
com.fitbit.FitbitMobile,Fitness,"The messages feature in app is sporadic at best. It rarely reports immediately when messages come in and usually messages will be over 10 minutes old before notifications come in. Other times, push notifications fail altogether and require the app to be un-installed to repair. The calorie sync to My Fitness Pal is similarly bugged requiring app force stops to get to sync back up. I was hoping that getting a newer phone would help, but it did not. Fix this and it's a 5 star app",1
com.ubercab,Transport,I travel for work and have had a wonderful experience East coast to West. Thanks for getting me there and back safely.,5
com.olacabs.customer,Transport,"worst app ever. 👍ye ap mt download karna, inke driver destination nai aate, balki passenger ko bolenge yaha aao, waha, mai yaha, fir bolte ke ride cancel karo,",1
com.byjus.thelearningapp,Education,I am ernestly requesting to the members of Byjuns app to please check the problem.The problem is that --whenever I open the app then suddenly it is not working.,2
com.makemytrip,Travel,"Excellent Services, One of the Best digital platform for booking Air tickets, Hotel & cab.",5
com.byjus.thelearningapp,Education,"Dear BYJU’S Support Team, I am facing an issue while trying to log in to the BYJU’S app. When I enter my mobile number and attempt to log in, I am not receiving the OTP required for verification. I have checked my mobile network and everything seems to be working fine. I also tried using different mobile numbers, but the OTP still does not arrive on any of them. Please look into this issue and let me know how it can be resolved as soon as possible. Thank you for your support.",1
com.instagram.android,Social Media,"I recently got a new device, and the app is not letting me log into my accounts. This is unacceptable. I hope this issue is resolved soon",1
com.myntra.android,Shopping,"As per last 3-4 orders I am writing this review, myntra has completely downgraded itself. without proper reasons orders getting cancelled and even after continuous follow ups no proper resolution given by the team. it's pathetic now. slowly slowly it's services are degrading. high time to get a grip back which they had and resolve these unexpected issues as early as possible.",1
com.facebook.katana,Social Media,"I only use Facebook for marketplace and it is SO BAD. When I click ""local pickup"" only, it shows me ebay items and ""ships to you"" items. When I make a radius from my town, it shows me ""results outside my search"" that are literally in the town I live in. When I decide to search in the next town over, it shows me results in my town (that don't show up when I search my town)! How is this how we are buying and selling stuff?! We need anything besides Facebook, send help!!!",1
com.myntra.android,Shopping,Useless customer service. I complained to them thrice that their delivery agents are misbheaving and never contacting me before cancelling the order. nevertheless they did nothing. all my deliveries were cancelled. Unreliable. if you are not in a metropolitan city - do not order from myntra. their customer support does not even answer back.,1
com.goibibo,Travel,"Fraud company. System broken, unable to initiate refund via app or website. Unable to reach out to customer support as IVR cuts off always saying follow steps on App. No email id present in website. Have raised complaint via X now. If no resolution, I will file consumer court case. Pathetic website. Shame on you.",1
com.byjus.thelearningapp,Education,"Ye ek fraud app hai, Maine course purchase kiya tha 25000 ka 2 yrs ke liye lekin jab payment kar diya, to ye open hi nahi ho raha. Pura fraud hai. Byjus fraud app. Kindly koi bhi isme purchase mat karo.",1
com.freecharge.android,Finance & Wallets,every transaction is successful,5
com.udemy.android,Education,Can't log in with app,1
org.khanacademy.android,Education,"Used the browser version for 10 years, app is great",5
com.byjus.thelearningapp,Education,This app is really outstanding but the nowadays it doesn't open in my phone . Besides fully updated . Now this e mail doesn't exist . Please fix it or provide me another email,5
com.olacabs.customer,Transport,"I went to madurai. it's new place for me.. I booked ola auto at othakadai sbi bank, but I reached the IDFC bank thalakulam. it's show me a wrong ❌ location in ola.. map",1
com.freecharge.android,Finance & Wallets,I've turned on developer position for my personal use later I've turned off developer option now the application become unusable even after turning off developer option.,1
com.udemy.android,Education,"very good courses, great prices in the frequent sales",5
com.netflix.mediaclient,Entertainment,I have to pay to watch TV that's not fair,1
com.udemy.android,Education,"good courses, good detail",4
com.netflix.mediaclient,Entertainment,impossible to renew downloads even on latest app with full internet connection.,1
com.whatsapp,Social Media,yes some points but really good,5
com.byjus.thelearningapp,Education,"They looted & cheated . Very much fraud. At the time of introduction promises of full refund but not in real. Irrelevant answers, irresponsible behavior of staff & teachers too. Very bad experience with byjus. I will suggest Don't prescribe for byjus learning course👎👎👎 I would have rated 0 if it was possible",1
com.whatsapp,Social Media,it's was awesome ♥️♥️,5
com.olacabs.customer,Transport,Sometimes your riders do not take my booking and ask for higher fare.,1
com.netflix.mediaclient,Entertainment,I would like to pick my own movie. If my choice is grown ups two. Then just cancil my subscription.,1
com.olacabs.customer,Transport,nature is good and dealing with customer is also nice,5
com.freecharge.android,Finance & Wallets,"Payment Error, App not working",1
com.udemy.android,Education,App logs me out and doesn't let me sign in. I tried signing in a few times but it is broken.,1
com.myntra.android,Shopping,Good quality products with prompt delivery.. I liked this app.,5
org.khanacademy.android,Education,i really love the app it helps alot,5
com.olacabs.customer,Transport,too much fare difference. mainly ola drivers demand extra money for the ride,1
com.fitbit.FitbitMobile,Fitness,"It's not accurate when counting calories being burned when you walk around in your job or are taking a walk outside. I don't recommend it. Look into other walking,running etc apps.",1
org.khanacademy.android,Education,Is there an ad free paid option,4
com.mxtech.videoplayer.ad,Entertainment,why do i have to see ads for watching my own videos from my storage It doesn't make sense for trash app 🗑️,1
com.udemy.android,Education,"This app is the absolute 💯 % best place for me to learn how to start and scale up an online e-commerce business. Because you have access to it forever, and can reference it to help walk me through the whole process. I will always choose Udemy over any other platform.",5
com.phonepe.app,Finance & Wallets,ekadam kadak maal Hai,5
com.facebook.katana,Social Media,idiots at fb developer team 'people you may know ' and when you click 'Can't send request + It looks like you may not know this person. Send requests to people who you know personally to see their updates on Facebook.'...,1
com.amazon.mShop.android.shopping,Shopping,good best deals ever found total original with orders ya,5
com.ubercab,Transport,"very good driver, super friendly",5
com.fitbit.FitbitMobile,Fitness,"My Versa 3 stopped syncing on Friday, 8/1. I have tried EVERY troubleshooting step and it still doesn't work. It keeps saying an error has occurred and to try again. To add to my frustration, I called customer support today and waited for 10 minutes just for a guy to answer the phone, breathed heavily twice, and acted like he was doing a greeting then he muted the call. I kept saying hello and stayed on the call for 2+ minutes because I knew he was waiting for me to end the call. 😡😡",1
org.khanacademy.android,Education,This app is the best and its absolutely free😍,5
com.instagram.android,Social Media,Instagram jindabad jindabad,5
com.makemytrip,Travel,very nice and halpful for travellers,5
com.google.android.apps.nbu.paisa.user,Banking,very bad application don't use it.I am payment my credit card bill before 7 days but google pay still pending settlement,1
net.one97.paytm,Finance & Wallets,very bed app and his support system is so bad 😡😡😡😡,1
com.mxtech.videoplayer.ad,Entertainment,good but not the best,5
com.udemy.android,Education,Can login into my account through this application,1
com.google.android.dialer,Utilities,"This used to be the best app. but now it just doesn't work. the call forwarding setting cannot be accessed . also, since updating my phone on my Google pixel 7a I cannot receive calls and make calls. The Google support has been very slow regarding this",1
com.fitbit.FitbitMobile,Fitness,Just got a Versa 4 and am having issues with it updating. Not sure if it's the app or the watch.,3
com.byjus.thelearningapp,Education,Worst appp.. Byjus is a great theif i have ever seen in my life... You thief byjus stole my 1 lakh 20 thousand rupees.....,1
com.amazon.mShop.android.shopping,Shopping,"I am looking for school bags but she I search up the prompt ""Perfect Cell school bag"" I do not get a perfect cell school bag I instead get generic bags if you do not know perfect cell is the (arguably) most famous villain from dragon ball z",3
com.netflix.mediaclient,Entertainment,"Netflix has become so annoying, I can't watch the movies i downloaded without data..... I can't even access my profile",1
com.makemytrip,Travel,They increase the prices after filling all details without any proper justification,1
com.makemytrip,Travel,No flight information left stranded at Heathrow Airport,1
org.khanacademy.android,Education,"Good app but add more diversity in math and stuff, i cant seem to find the english courses for some math topics ngl and also 9-12th grade stuff",4
com.fitbit.FitbitMobile,Fitness,"Great app, been using for years.",5
com.axis.mobile,Banking,very useful and helpful 👍,5
net.one97.paytm,Finance & Wallets,very good very nice payment method,4
com.instagram.android,Social Media,best part of everyone💯,4
com.freecharge.android,Finance & Wallets,"when I tried to open this App, it shows some security risk about some risky apps installed on my device.. although each and every app on my phone is installed from the Google play store. No third party apps at all! If you want more customers please fix it!",1
com.whatsapp,Social Media,the app is great and okay it's good but I noticed one thing it's usually get blocked a lot since they blocked my WhatsApp I can't open it so I have to redownload it and if I do that u will lose all your chatt so WhatsApp please stop blocking my account and other people,4
com.amazon.mShop.android.shopping,Shopping,always late with packages. app lies and says it will show up a day earlier than with u actually order. once u order u get a completely different date. then it doesn't arrive at all half the time. some times just late. no customer service. cant rely on important packages to arrive has me ready to delete my account completely,1
com.whatsapp,Social Media,"Dear WhatsApp Team, I hope this message finds you well. I would like to propose a new feature for WhatsApp that allows users to receive messages only from contacts saved in their phone. This functionality would significantly reduce unwanted messages and spam, while giving users greater control over their inbox. Implementing such a feature would not only enhance user privacy but also improve the overall user experience. I believe that many users, including myself, would find this addition high",5
com.instagram.android,Social Media,very very nice hai Instragram hai,5
com.udemy.android,Education,This app is also helpful for study and to understand the courses,5
com.goibibo,Travel,this app is better than all others. and for railway services the worst irctc app needs to learn from this.....,5
com.udemy.android,Education,"I tried logging in with my existing account but it won't even let me use it on the app, I tried it on my laptop and it works fine. I don't know if there is a general issue or if it's just my device.",1
com.fitbit.FitbitMobile,Fitness,"Snore & Noise Reports... ever since the 6/23/2025 update I no longer get my Snore Reports. I am a Premier subscriber. I wonder what else I lost in the update? Please fix this issue, or Fitbit will be losing a long-time subscriber.",2
com.truecaller,Utilities,good reviews thise time,4
com.mxtech.videoplayer.ad,Entertainment,always show subtitle translated and download error. please fix the problem.,3
com.freecharge.android,Finance & Wallets,your end no offer I am close your service,1
com.byjus.thelearningapp,Education,very bad study in this app,1
com.makemytrip,Travel,"Extremely disappointed with MakeMyTrip's refund process. My flight, scheduled for 18th June, was cancelled by the airline itself. The airline promptly refunded 100% of the amount to them. After numerous calls and follow-ups, they agreed to refund my money. However, they only provided a partial refund. Despite my repeated efforts, they failed to complete my refund. I'm exhausted from begging for my own money and have stopped calling them. It's now July 2025, and my refund remains incomplete.",1
com.phonepe.app,Finance & Wallets,but processing is not show,4
com.netflix.mediaclient,Entertainment,very fun to watch stuff. but it says I don't have internet but I do.,5
com.instagram.android,Social Media,one of the Worst app don't waste time,1
com.whatsapp,Social Media,WhatsApp working stop suddenly my samsung a35,1
com.phonepe.app,Finance & Wallets,perfect application phonepe,5
com.netflix.mediaclient,Entertainment,"hey, Netflix, do u have hybrid movies?",5
com.axis.mobile,Banking,No1 Banking Service and Personal Loan Provider,5
com.mxtech.videoplayer.ad,Entertainment,worst app ever it's not showing me anything. it's behaving like a cheap app. I am not able to find any Ott or stream anything. it's rather showing my own WhatsApp videos and bullshitting me . I'm confused if this app is a mx player?? but the website is directing me here. this is so not done,1
org.khanacademy.android,Education,"Super fun and educational, humorous videos and lots of learning involved. Completely free to use, 10/10 recommend for studying.👌 👍",5
com.myntra.android,Shopping,worst shopping app. I put my item for exchange and it always shows exchange delivered but I am not receiving any delivery. Help center is also useless and cant fix my problem. its been 1 month but i get no response. Terrible experience.,1
com.freecharge.android,Finance & Wallets,"Very nice, very faster, no problem any function",5
com.byjus.thelearningapp,Education,Worst app in the world First I installed the app and after few days literally the videos are not working. This is best app for scam people and taking lot of money they 1.5 l from us.,1
com.instagram.android,Social Media,This is a very nice app and this aap is the full useful for study and guidance for different places.but i request to menejment for do not allow the children under 16 years. you allowed for 17 years old children . thank you so much for make to this app .,5
com.amazon.mShop.android.shopping,Shopping,"I always assume that whenever I order something on Amazon, the products are always delivered by their drivers to your front door. In a couple of experiences, they had either USPS or UPS deliver my order, and they never came to my door and wasted my time. Amazon needs to inform their customers about a third-party delivery.",2
org.khanacademy.android,Education,"Excellent app. Khan sir is a legend !!""",5
com.amazon.mShop.android.shopping,Shopping,The new update won't let me pay how I used to please do something about it?,3
com.udemy.android,Education,"An incredibly productive app that has been helping me learn and acquire new skills on the go! Often pressed for time, watching and listening to pre-downloaded vids while on the train, helps me make time for continuous learning in fields I'm passionate about, while enjoying them with a smooth and nearly seamless experience on my Bluetooth headset. Kudos to you folks who continue to work hard to make this a possibility:)",5
com.amazon.mShop.android.shopping,Shopping,"Driver's damage things. Do not follow delivery instructions. Wrong items, I can keep going. Some deliveries are okay, most.... are not.",2
com.byjus.thelearningapp,Education,Videos aren't playing at all. If I try contact no one is available. Where to subscribe nothing is proper. The app isn't working properly,1
com.google.android.apps.translate,Utilities,why did you update the Google translate with all the different selections it doesn't even hear your voice correctly anymore it's horrible I hate it Go back to the old one it was perfect,1
org.khanacademy.android,Education,It is best in your life,5
com.truecaller,Utilities,big scammer in the world,1
com.fitbit.FitbitMobile,Fitness,"I have had fitbit for years and it just now started being dumb. I just bought 2 new watches only to have them not work. extremely disappointed, will switch to something else",1
com.instagram.android,Social Media,My account are suspended by Instagram. The new I make the instagram suspended it .😭😭😭😭😭. I don't know why. My all memories are gone 😭😭😭😭😭,1
com.truecaller,Utilities,best so far have gone across. deserve more than 5 star rank.,5
com.truecaller,Utilities,"I tried to add my phone number he called without sending sms, and the call had just 0 sec.",1
com.google.android.dialer,Utilities,"helps you easily connect with family and friends, block spam callers, and know who’s calling before you answer – all with a simple, intuitive design. Powerful spam protection See warnings about suspicious callers that help you avoid unwanted calls from spammers, telemarketers and scammers. Block numbers to prevent them from calling you again. Know who’s calling you Google’s extensive caller ID coverage lets you know the business that’s calling so that you can answer with confidence. Screen un",1
com.olacabs.customer,Transport,very bad experience no support team to complaint,1
com.byjus.thelearningapp,Education,very super. ❤️🌹❤️🌹❤️🌹❤️🌹🌹🌹🌹🌹🌹🌹🌹🌹,1
com.amazon.mShop.android.shopping,Shopping,"This app rarely works, I've seen more uh-oh dogs in the past 2 years than actually products.",2
com.facebook.katana,Social Media,please fix the bug's and glithes from yesterday's update it's impossible to post a video on reels,3
com.fitbit.FitbitMobile,Fitness,I agree with Nancy J. Smyth! My Inspire 2 just went south. Time to look elsewhere.,1
com.byjus.thelearningapp,Education,3rd class app of the universe..,1
com.google.android.apps.nbu.paisa.user,Banking,"Worst app for payment! Payment's showing successful here on my side but the merchant never received it. Customer Service is useless, not a single issue got resolved and contact number is just for show. I don't know where my money is because it never got credited back to my account. Worst experience this time.",1
com.amazon.mShop.android.shopping,Shopping,this is a fun shopping site,5
com.udemy.android,Education,Organized and Motivated 👍,5
org.khanacademy.android,Education,Thank you is all i need to say,5
com.google.android.apps.nbu.paisa.user,Banking,Google pay problem issue payment but recived problem not installed google po ay,1
com.ubercab,Transport,I've been a customer since you guys started. But I'm uninstalling the app until you remove Eats and food delivery from this app. Switching to the competition.,1
com.byjus.thelearningapp,Education,I can't open this app,1
com.truecaller,Utilities,it is very nice you have to try it out,5
com.ixigo.train.ixitrain,Travel,jaisa chahiye vaisa nhi hai,5
com.google.android.apps.translate,Utilities,translate on travel the country,5
com.myntra.android,Shopping,"Very Bad Customer Support, whenever I placed order with coupon, they cancelled my order and not refunded coupon, it's not in their policy, their policy is to update wrong delivery and cheating with customer.",1
com.makemytrip,Travel,3x plan garranty ka plan hai sirf bewkoof banate hai voucher milta Hai vah bhi sirf 7 din mein us karna rahata hai usmein bhi Jo root per ja rahe ho vahi route ki ticket nikalegi public ko bevkuf banate sale,1
com.amazon.mShop.android.shopping,Shopping,"I bought the membership so my package would arrive in two days, and it was supposed to arrive today, and they just delayed it until July 22. I am not satisfied with my membership purchase or my product purchase.",1
com.makemytrip,Travel,"Make my trip doesn't allow customers to revise the review. I had previously given a rating via s whatsapp link and wanted to give a detailed feedback however the message was deleted erroneously. When I reached out to the customer care, they informed that I cannot revise the review. This is really unfair and request MMT to reconsider this policy.",3
com.mxtech.videoplayer.ad,Entertainment,"only one reason I'm give five ster this app is very use full for movie is bollywood, Hollywood is available for free and HD quality also mx player is best",5
com.ubercab,Transport,I will escalate in social media that the scam which is being carried by UBER. I made payment to the rider still the app is asking to complete the payment due to which I am unable to book the ride anymore also not letting me to connect with the customer care nor they verifying the issue after complaining to them. I will highlight in social media today,1
org.khanacademy.android,Education,"if someone want to improve their mindset ever memory zero,they can be person like Einstein after using this app reason it includes more successful fielod of lesson",5
com.freecharge.android,Finance & Wallets,app not working in poco x3 pro,1
com.udemy.android,Education,best app for an engineer to learn online course,5
com.google.android.apps.nbu.paisa.user,Banking,"Superb■ The biometric lock is not working properly,sometimes the app just doesn't get locked",4
com.byjus.thelearningapp,Education,This app is useless because I am waiting 2 hours but the OTP has not be come i well give all premission and phone number but the OTP has not be come that why I am rating only one star fix this promblem,1
com.amazon.mShop.android.shopping,Shopping,"My husband has prime, he bought it. Since I'm his wife, why doesn't it apply to his wife(me)?",5
com.amazon.mShop.android.shopping,Shopping,Allways fast in shipping orders and good products,5
com.olacabs.customer,Transport,"not able to see where my ride is after booking gets confirmed - technical glitch facing since many days edit - Thanks for your reply, I do not have messanger, dev team! I can see the ride in history tab but there is no option to click on that and see where the ride is, also after booking gets confirmed, I get push notification but the UI doesn't reflect that and history tab also does not allow to see where my ride is.",1
com.axis.mobile,Banking,very good service of axis bank employee,5
com.fitbit.FitbitMobile,Fitness,"I have had issues with my fitbits not syncing in the past/not delivering notifications and in my experience, it is a consistent issue across various devices. It is so frustrating to have a ""Smart Watch"" that doesn't deliver notifications. I can't speak to the efficacy of this app for tracking workouts as that is honestly not what I use it for, but in terms of receiving notifications (texts/calls), it is a 1 star.",2
com.udemy.android,Education,Good application for learners and also for graduates,5
com.google.android.apps.nbu.paisa.user,Banking,I uninstall this app instead I promote indian app,1
com.fitbit.FitbitMobile,Fitness,love the encouragement of seeing progress,5
org.khanacademy.android,Education,"It helped me to comprehend various topics. Wonderful! By the way please let us add Middle School Chemistry to our courses ASAP, I'm sooo excited",5
com.fitbit.FitbitMobile,Fitness,"This app features won't work well with each update & developer has reached out to me asking for phone restart to resolve issues. Yes, restart helps but a pain to do this after each update. Why other mobile apps don't need restart but this app does. Regret acquiring this tracker with such buggy app! Won't ever recommend FitBit to anyone asking me which tracker to buy & use.",2
com.amazon.mShop.android.shopping,Shopping,what ever i want they have it,5
com.ubercab,Transport,it's a kind a headache while login to this uber account. here otp there otp; can't it be simple verifying with mobile no with one otp only mail ID's can be kept optional for recovery option,2
com.whatsapp,Social Media,"Can you please stop modify the original without group chat and stop developing false messages to the backdoors intelligences..... and can you assume the safety protection is safe and that people can "" Tu donnes un Ouef ...pour avoir un Boeuf...?",1
com.olacabs.customer,Transport,when I have booked my ride even I enter correct location but It updated wrong location in driver's phone so he stopped vehicle mid way and saying leave the auto this Is your location. so this glitch should be fixed. and it is loss of my money,1
com.ubercab,Transport,"i recently was contacted by a driver that asked me for a code. suddenly the driver changed and the phone was hung up. I was then contacted by the same scammer and he asked me for more information. I told him I thought he was a scammer and hung up on him. I then noticed a login made from Alabama. I have tried to work with support to giet my account back. They told me it was fixed twice, they told me to login to a browser on the phone. Nothing worked with them and the end result was to delete it.",1
com.goibibo,Travel,i did not like the app and couldn't reach the customer care option there is no alternative email or other option for reaching the customer helpline very poor app,1
com.ubercab,Transport,no ride available when needed.worst app,1
com.myntra.android,Shopping,Nice products available,5
com.axis.mobile,Banking,all thing is good. but showing transaction details is very worst . you not easily access to you transaction history. this app must work on this service.,2
com.facebook.katana,Social Media,"currently unable to unrestrict people it's taking me straight to a ""do I need help mentally"" screen? like what the actual flup?",2
com.fitbit.FitbitMobile,Fitness,"After updating the app recently, all my sleep data gone missing! I have try to sync many times but to no avail. I'm using Versa 4",3
com.netflix.mediaclient,Entertainment,"New interface is terrible!!! I will definitely be canceling if it stays this way. Which really sucks. I have always loved Netflix. The one streaming service I have never canceled. Only being able to see 4 titles at a time is ridiculous!!! Admit your mistake Netflix, give us back the better format!!",1
com.olacabs.customer,Transport,best ever app for taxis 🚕🚖,5
com.netflix.mediaclient,Entertainment,I keep getting an error message when I try to play a video I have to uninstall and reinstall the app.,3
com.olacabs.customer,Transport,Ola cab is used by beggars who don't have money.,1
com.truecaller,Utilities,"this app is very interesting, i am really benefited with this app. i really love this app.",5
com.amazon.mShop.android.shopping,Shopping,why amazon not in Pakistan this is world biggest shopping platform and it still not working in Pakistan why,1
com.instagram.android,Social Media,"I didn't even do anything yet they always banned my acc. There's an appeal, yes, but that doesn't really work in my account. I hope Instagram can fix this.",1
com.ubercab,Transport,"add cancel options where diver force to use the meter and should be bard of using uber, when we have an option to increase fair",1
com.goibibo,Travel,good service and like it hans travels,5
com.byjus.thelearningapp,Education,It provide best concepts by illustration by 📹,5
com.netflix.mediaclient,Entertainment,I can watch all my dramas and it's AmAzInG🌟👌☺️,5
com.fitbit.FitbitMobile,Fitness,Meine Jogging-Route sieht jedes Mal aus wie eine Spinne :(,5
com.freecharge.android,Finance & Wallets,Stopping the Online Net banking payments was not a good idea..i cannot see Internet banking options for TNEB Bill payments.....Better luck next time,1
com.makemytrip,Travel,worst customer service support. Nobody helps you out. They just transfer the call which gets disconnected immediately.,1
com.udemy.android,Education,Best Learning institutions,5
com.whatsapp,Social Media,I think this app is the most likely I have ever see,5
com.makemytrip,Travel,Excellent! Everything is just where it should be. Smartly designed.,5
com.udemy.android,Education,"This is actually a wonderful experience. I have trying to use the normal browser for my courses but the videos are always dragging and wasting a lot of time mostly. With this app, it was a sweet and smooth learning experience. Well-done to you guys",4
com.ubercab,Transport,"I didn't have to wait a long time for the ride, even though it was a shared ride my ride was less than 30 minutes",5
com.truecaller,Utilities,unwanted notification coming after calls,1
com.google.android.apps.nbu.paisa.user,Banking,horrible customer support when i reached out regarding a bug in the updated version of the app.,1
com.olacabs.customer,Transport,this is a very bad service app for driver,1
com.olacabs.customer,Transport,Drivers are overcharging by selecting longer route for same location. Further they'll start arguing about it,1
com.ubercab,Transport,It's services are nice but some drivers are a bit rude,4
com.google.android.apps.nbu.paisa.user,Banking,i am not recommended this app.no reward only irrelevant advertisement,1
com.phonepe.app,Finance & Wallets,Very smallest Easy and and use 🫴🏦 Then I want to thank you phone pay 🏦,5
com.olacabs.customer,Transport,this aap is very expensive as compared to rapido and uber,1
com.udemy.android,Education,Good apps for development,5
com.udemy.android,Education,because its bad and i hate it the worst app its bad,1
com.olacabs.customer,Transport,charges are too high I'm a very old customer,5
